C:\Cambridge\Election2009\Council\Tuesday\Council Detail Report


November 3, 2009 -- Cambridge, MA
City Council Election
Cambridge, Massachusetts
Preliminary Results (Election Night)

CANDIDATES:
	Adkins, Lawrence J.
	Cheung, Leland
	Davis, Henrietta
	Flanagan, Mark F.
	Glick, Silvia P.
	Kelley, Craig A.
	Leavitt, Neal W.
	Maher, David P.
	Marquardt, Charles J.
	Moree, Gregg J.
	Podgers, Kathy
	Reeves, Kenneth E.
	Seidel, Sam
	Simmons, E. Denise
	Stohlman, Jr., Thomas J.
	Sullivan, Edward J.
	Toomey, Jr., Timothy J.
	vanBeuzekom, Minka Y.
	Ward, Larry W.
	Williamson, James M.
	Write-In 1
	Write-In 2
	Write-In 3
	Write-In 4
	Write-In 5
	Write-In 6
	Write-In 7
	Write-In 8
	Write-In 9

ELECTION RULES:
               System:  Proportional Representation
           Quota Type:  Droop
    Surplus Transfers:  Random, every nth ballot (Cambridge style)
                        Avoid exhausted ballots if possible
                        Elected immediately (after the 1st count)
    Simultaneous Drop:  Those with less than 50 votes
                 Ties:  1) Previous Count method
                        2) By election official
                        3) Random (by computer)

--------------------------------------------------
12,471 valid ballots.
Electing 9 candidates.
Quota is 1248 votes.
There were no invalid ballots.
(12,471 total ballots processed.)
--------------------------------------------------



********************************************************************************


COUNT 1 -- Tally of 1st place votes.

CANDIDATE                   THIS COUNT          TOTAL  STATUS
Sullivan, Edward J.                +48           1103  CONTINUING
Ward, Larry W.                    +107            898  DEFEATED -- 14th count
vanBeuzekom, Minka Y.             -776              0  DEFEATED -- 13th count
Marquardt, Charles J.                0              0  DEFEATED -- 12th count
Stohlman, Jr., Thomas .              0              0  DEFEATED -- 11th count
Glick, Silvia P.                     0              0  DEFEATED -- 10th count
Leavitt, Neal W.                     0              0  DEFEATED -- 9th count
Flanagan, Mark F.                    0              0  DEFEATED -- 8th count
Adkins, Lawrence J.                  0              0  DEFEATED -- 7th count
Williamson, James M.                 0              0  DEFEATED -- 6th count
Podgers, Kathy                       0              0  DEFEATED -- 5th count
Moree, Gregg J.                      0              0  DEFEATED -- 4th count
Write-In 1                           0              0  DEFEATED -- 4th count
Write-In 2                           0              0  DEFEATED -- 4th count
Write-In 3                           0              0  DEFEATED -- 4th count
Write-In 4                           0              0  DEFEATED -- 4th count
Write-In 5                           0              0  DEFEATED -- 4th count
Write-In 6                           0              0  DEFEATED -- 4th count
Write-In 7                           0              0  DEFEATED -- 4th count
Write-In 8                           0              0  DEFEATED -- 4th count
Write-In 9                           0              0  DEFEATED -- 4th count

EXHAUSTED PILE:                   +228            607  
TOTALS:                              0          12471  



-- Ward, Larry W. is declared DEFEATED because s/he has the lowest number of
   votes.


********************************************************************************


COUNT 15 -- Ward, Larry W. has been DEFEATED -- transferring all votes.

CANDIDATE                   THIS COUNT          TOTAL  STATUS
-----------------------  -------------  -------------  ----------------------
Toomey, Jr., Timothy J.              0           1248  ELECTED -- 1st count
Davis, Henrietta                     0           1248  ELECTED -- 1st count
Simmons, E. Denise                   0           1248  ELECTED -- 1st count
Maher, David P.                      0           1248  ELECTED -- 11th count
Reeves, Kenneth E.                   0           1248  ELECTED -- 11th count
Kelley, Craig A.                     0           1248  ELECTED -- 12th count
Cheung, Leland                    +113           1248  ELECTED -- 15th count
Seidel, Sam                         +8           1248  ELECTED -- 15th count
Sullivan, Edward J.               +112           1215  ELECTED -- 15th count
Ward, Larry W.                    -898              0  DEFEATED -- 14th count
vanBeuzekom, Minka Y.                0              0  DEFEATED -- 13th count
Marquardt, Charles J.                0              0  DEFEATED -- 12th count
Stohlman, Jr., Thomas .              0              0  DEFEATED -- 11th count
Glick, Silvia P.                     0              0  DEFEATED -- 10th count
Leavitt, Neal W.                     0              0  DEFEATED -- 9th count
Flanagan, Mark F.                    0              0  DEFEATED -- 8th count
Adkins, Lawrence J.                  0              0  DEFEATED -- 7th count
Williamson, James M.                 0              0  DEFEATED -- 6th count
Podgers, Kathy                       0              0  DEFEATED -- 5th count
Moree, Gregg J.                      0              0  DEFEATED -- 4th count
Write-In 1                           0              0  DEFEATED -- 4th count
Write-In 2                           0              0  DEFEATED -- 4th count
Write-In 3                           0              0  DEFEATED -- 4th count
Write-In 4                           0              0  DEFEATED -- 4th count
Write-In 5                           0              0  DEFEATED -- 4th count
Write-In 6                           0              0  DEFEATED -- 4th count
Write-In 7                           0              0  DEFEATED -- 4th count
Write-In 8                           0              0  DEFEATED -- 4th count
Write-In 9                           0              0  DEFEATED -- 4th count

EXHAUSTED PILE:                   +665           1272  
TOTALS:                              0          12471  



-- Seidel, Sam has been ELECTED because s/he has met the quota.
-- Cheung, Leland has been ELECTED because s/he has met the quota.
-- Sullivan, Edward J. has been ELECTED, by the process of elimination.


********************************************************************************


ELECTION COUNT SUCCESSFULLY COMPLETED





Tuesday, November 3, 2009 10:15 PM
ChoicePlus Pro -- Version 2.3.4
(c) 1993-2009 Voting Solutions -- All Rights Reserved
