Precinct,rank1,rank2,rank3,weight
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,Abdi Gurhan Mohamed,Charles Exner,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,Charles Exner,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,Abdi Gurhan Mohamed,Charles Exner,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,undervote,undervote,AK Hassan,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,overvote,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,AK Hassan,Charles Exner,1
MINNEAPOLIS W-6 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,undervote,Abdi Gurhan Mohamed,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,AK Hassan,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,Charles Exner,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,undervote,undervote,AK Hassan,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,Abdi Gurhan Mohamed,Charles Exner,1
MINNEAPOLIS W-6 P-07,AK Hassan,Abdi Gurhan Mohamed,Charles Exner,1
MINNEAPOLIS W-6 P-07,Charles Exner,AK Hassan,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Charles Exner,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,undervote,1
MINNEAPOLIS W-6 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,undervote,undervote,AK Hassan,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,AK Hassan,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,Charles Exner,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-6 P-07,AK Hassan,Charles Exner,AK Hassan,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,AK Hassan,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Charles Exner,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,AK Hassan,Charles Exner,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-6 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Charles Exner,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,undervote,1
MINNEAPOLIS W-6 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-07,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-06,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-06,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-01,AK Hassan,Abdi Gurhan Mohamed,Charles Exner,1
MINNEAPOLIS W-9 P-01,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-04,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-04,AK Hassan,Charles Exner,undervote,1
MINNEAPOLIS W-9 P-04,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-6 P-01,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-6 P-01,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,AK Hassan,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,Charles Exner,Abdi Gurhan Mohamed,AK Hassan,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,overvote,AK Hassan,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,AK Hassan,Charles Exner,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,AK Hassan,UWI,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,AK Hassan,Charles Exner,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,Charles Exner,AK Hassan,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,AK Hassan,Charles Exner,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,overvote,overvote,overvote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,AK Hassan,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,AK Hassan,Charles Exner,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,AK Hassan,Charles Exner,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,Abdi Gurhan Mohamed,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Charles Exner,AK Hassan,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,AK Hassan,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,undervote,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,AK Hassan,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-9 P-03,Charles Exner,AK Hassan,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,AK Hassan,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,Abdi Gurhan Mohamed,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,AK Hassan,AK Hassan,1
MINNEAPOLIS W-9 P-03,Abdi Gurhan Mohamed,undervote,undervote,1
MINNEAPOLIS W-9 P-03,AK Hassan,undervote,undervote,1
