ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
2409,"Fantini, Alfred B.","Forster, Bill","Gerber, Joyce C.","Holland, John J.","Osborne, Mervan F.","Stead, Sr., Charles Lewis","Nolan, Patricia M.",skipped,skipped,skipped,skipped
2410,"Harding, Jr., Richard","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2411,"McGovern, Marc C.","Gerber, Joyce C.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2412,"Osborne, Mervan F.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2413,"McGovern, Marc C.","Turkel, Alice L.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2414,"Nolan, Patricia M.","Gerber, Joyce C.","Forster, Bill","Turkel, Alice L.","Osborne, Mervan F.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
2415,"Gerber, Joyce C.","Harding, Jr., Richard","McGovern, Marc C.","Forster, Bill","Fantini, Alfred B.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped
2416,"Nolan, Patricia M.","Osborne, Mervan F.","Gerber, Joyce C.","McGovern, Marc C.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
2417,"Nolan, Patricia M.","Turkel, Alice L.","Tauber, Nancy","McGovern, Marc C.","Harding, Jr., Richard","Gerber, Joyce C.","Forster, Bill","Osborne, Mervan F.","Fantini, Alfred B.","Stead, Sr., Charles Lewis","Holland, John J."
2418,"Holland, John J.","Tauber, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2419,"Tauber, Nancy","Forster, Bill","Nolan, Patricia M.","McGovern, Marc C.","Osborne, Mervan F.","Stead, Sr., Charles Lewis","Fantini, Alfred B.","Turkel, Alice L.","Gerber, Joyce C.","Holland, John J.","Harding, Jr., Richard"
2420,"Nolan, Patricia M.","Turkel, Alice L.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2421,"Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2422,"Turkel, Alice L.","Osborne, Mervan F.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2423,"Osborne, Mervan F.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2424,"Osborne, Mervan F.","Tauber, Nancy","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2425,"Harding, Jr., Richard","Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
2426,"Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2427,"Turkel, Alice L.","Nolan, Patricia M.","Harding, Jr., Richard","Osborne, Mervan F.","McGovern, Marc C.","Tauber, Nancy","Fantini, Alfred B.",skipped,skipped,skipped,skipped
2428,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2429,"Nolan, Patricia M.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2430,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2431,"Nolan, Patricia M.","McGovern, Marc C.","Forster, Bill","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
2432,"Nolan, Patricia M.","Fantini, Alfred B.","Tauber, Nancy","Forster, Bill","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
2433,"Turkel, Alice L.","Tauber, Nancy","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2434,"Nolan, Patricia M.","Osborne, Mervan F.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2435,"Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2436,"Osborne, Mervan F.","Harding, Jr., Richard","Stead, Sr., Charles Lewis","Turkel, Alice L.","Tauber, Nancy","Holland, John J.",skipped,skipped,skipped,skipped,skipped
2437,"Osborne, Mervan F.","Stead, Sr., Charles Lewis","Harding, Jr., Richard","Turkel, Alice L.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
2438,"McGovern, Marc C.","Nolan, Patricia M.","Turkel, Alice L.","Harding, Jr., Richard","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped
2439,"McGovern, Marc C.","Nolan, Patricia M.","Osborne, Mervan F.","Tauber, Nancy","Turkel, Alice L.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
2440,"Fantini, Alfred B.","Gerber, Joyce C.","Nolan, Patricia M.","Stead, Sr., Charles Lewis","Holland, John J.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
2441,"Turkel, Alice L.","Harding, Jr., Richard","Tauber, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2442,"Nolan, Patricia M.","Harding, Jr., Richard","Stead, Sr., Charles Lewis","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2443,"Gerber, Joyce C.",skipped,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2444,"Nolan, Patricia M.","Turkel, Alice L.","Forster, Bill","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2445,"Stead, Sr., Charles Lewis","Fantini, Alfred B.","Turkel, Alice L.","Tauber, Nancy","Harding, Jr., Richard","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
2446,"Harding, Jr., Richard","Tauber, Nancy","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2447,"Turkel, Alice L.","Tauber, Nancy","Nolan, Patricia M.","Fantini, Alfred B.","Harding, Jr., Richard","McGovern, Marc C.","Osborne, Mervan F.","Stead, Sr., Charles Lewis","Forster, Bill","Gerber, Joyce C.","Holland, John J."
2448,"Nolan, Patricia M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2449,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2450,"Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2451,"Turkel, Alice L.","Tauber, Nancy","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2452,"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2453,"Nolan, Patricia M.","Tauber, Nancy","McGovern, Marc C.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2454,"Osborne, Mervan F.","Nolan, Patricia M.","McGovern, Marc C.","Tauber, Nancy","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped
2455,"Harding, Jr., Richard","Tauber, Nancy","Turkel, Alice L.","Nolan, Patricia M.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped
2456,"Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2457,"Osborne, Mervan F.","Harding, Jr., Richard","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2458,"Turkel, Alice L.","Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped
2459,"Nolan, Patricia M.","Harding, Jr., Richard","Fantini, Alfred B.","Turkel, Alice L.","McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped
2460,"Tauber, Nancy","McGovern, Marc C.","Harding, Jr., Richard","Turkel, Alice L.","Nolan, Patricia M.","Osborne, Mervan F.","Forster, Bill","Fantini, Alfred B.",skipped,skipped,skipped
2461,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2462,"Harding, Jr., Richard","Turkel, Alice L.","Tauber, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2463,"Harding, Jr., Richard","Nolan, Patricia M.","Tauber, Nancy","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2464,"Harding, Jr., Richard","McGovern, Marc C.","Turkel, Alice L.","Tauber, Nancy","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped
2465,"Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2466,"Tauber, Nancy","Nolan, Patricia M.","McGovern, Marc C.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2467,"Harding, Jr., Richard","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2468,"Nolan, Patricia M.","Tauber, Nancy","Osborne, Mervan F.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2469,"McGovern, Marc C.","Gerber, Joyce C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2470,"Nolan, Patricia M.","Gerber, Joyce C.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2471,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2472,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2473,"Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2474,"Harding, Jr., Richard","Tauber, Nancy","Nolan, Patricia M.","McGovern, Marc C.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped
2475,"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2476,"Tauber, Nancy","Nolan, Patricia M.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2477,"Osborne, Mervan F.","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2478,"Harding, Jr., Richard","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2479,"Osborne, Mervan F.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2480,"Stead, Sr., Charles Lewis","Harding, Jr., Richard","Tauber, Nancy","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
2481,"McGovern, Marc C.","Nolan, Patricia M.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2482,"Turkel, Alice L.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2483,"Harding, Jr., Richard","Fantini, Alfred B.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2484,"Harding, Jr., Richard","Fantini, Alfred B.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2485,"Turkel, Alice L.","Tauber, Nancy","McGovern, Marc C.","Nolan, Patricia M.","Harding, Jr., Richard","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped
2486,"Osborne, Mervan F.","Nolan, Patricia M.","Gerber, Joyce C.","Harding, Jr., Richard","Turkel, Alice L.","Tauber, Nancy","McGovern, Marc C.","Stead, Sr., Charles Lewis","Forster, Bill","Fantini, Alfred B.",skipped
2487,"Osborne, Mervan F.","Harding, Jr., Richard","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2488,"Tauber, Nancy","Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2489,"Harding, Jr., Richard","Nolan, Patricia M.","Osborne, Mervan F.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2490,"Harding, Jr., Richard","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2491,"McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2492,"Turkel, Alice L.","Tauber, Nancy","Fantini, Alfred B.","Forster, Bill","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
2493,"Harding, Jr., Richard","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2494,"Harding, Jr., Richard","Osborne, Mervan F.","Tauber, Nancy","Gerber, Joyce C.","McGovern, Marc C.","Holland, John J.","Forster, Bill","Stead, Sr., Charles Lewis","Nolan, Patricia M.",skipped,skipped
2495,"Harding, Jr., Richard","McGovern, Marc C.","Osborne, Mervan F.",skipped,"Nolan, Patricia M.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped
2496,"Fantini, Alfred B.","Tauber, Nancy","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2497,"Tauber, Nancy","McGovern, Marc C.","Nolan, Patricia M.","Harding, Jr., Richard","Holland, John J.","Turkel, Alice L.","Fantini, Alfred B.","Forster, Bill","Osborne, Mervan F.","Stead, Sr., Charles Lewis","Gerber, Joyce C."
2498,"Fantini, Alfred B.","Turkel, Alice L.","Tauber, Nancy","McGovern, Marc C.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped
2499,"Fantini, Alfred B.","Harding, Jr., Richard","Osborne, Mervan F.","Turkel, Alice L.","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped
2500,"Nolan, Patricia M.","Stead, Sr., Charles Lewis","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2501,"Forster, Bill","Gerber, Joyce C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,"Stead, Sr., Charles Lewis",skipped,skipped
2502,"Osborne, Mervan F.","Turkel, Alice L.","McGovern, Marc C.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2503,"Tauber, Nancy","Turkel, Alice L.","Stead, Sr., Charles Lewis","Fantini, Alfred B.","Forster, Bill","Gerber, Joyce C.","McGovern, Marc C.","Harding, Jr., Richard","Holland, John J.","Nolan, Patricia M.","Osborne, Mervan F."
2504,"Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2505,"Osborne, Mervan F.","Harding, Jr., Richard","Tauber, Nancy","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2506,"Tauber, Nancy","Turkel, Alice L.","Fantini, Alfred B.","Harding, Jr., Richard","Forster, Bill","Gerber, Joyce C.","Holland, John J.","Nolan, Patricia M.","McGovern, Marc C.","Osborne, Mervan F.","Stead, Sr., Charles Lewis"
2507,"Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2508,"Harding, Jr., Richard","Turkel, Alice L.","Gerber, Joyce C.","Nolan, Patricia M.","Holland, John J.","McGovern, Marc C.","Tauber, Nancy","Stead, Sr., Charles Lewis","Osborne, Mervan F.","Forster, Bill","Fantini, Alfred B."
2509,"Nolan, Patricia M.","Harding, Jr., Richard","Fantini, Alfred B.","Tauber, Nancy","Turkel, Alice L.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped
2510,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2511,"Harding, Jr., Richard","Stead, Sr., Charles Lewis","Tauber, Nancy","Forster, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2512,"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2513,"Harding, Jr., Richard","Turkel, Alice L.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2514,"Turkel, Alice L.","Tauber, Nancy","Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2515,"Harding, Jr., Richard","Osborne, Mervan F.","McGovern, Marc C.","Fantini, Alfred B.","Turkel, Alice L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
2516,"Harding, Jr., Richard","Nolan, Patricia M.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2517,"Turkel, Alice L.","Tauber, Nancy","Harding, Jr., Richard","Forster, Bill","Osborne, Mervan F.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
2518,"Forster, Bill","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2519,"Harding, Jr., Richard","Turkel, Alice L.","Stead, Sr., Charles Lewis","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2520,"Tauber, Nancy","Fantini, Alfred B.","Turkel, Alice L.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2521,"Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2522,"Stead, Sr., Charles Lewis","Harding, Jr., Richard","Osborne, Mervan F.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2523,"Gerber, Joyce C.","McGovern, Marc C.","Turkel, Alice L.","Tauber, Nancy","Fantini, Alfred B.","Forster, Bill",skipped,skipped,skipped,skipped,skipped
2524,"Turkel, Alice L.","Gerber, Joyce C.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2525,"Turkel, Alice L.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2526,"McGovern, Marc C.","Harding, Jr., Richard","Nolan, Patricia M.","Tauber, Nancy","Holland, John J.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped
2527,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2528,"Nolan, Patricia M.",skipped,"Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2529,"Harding, Jr., Richard","Fantini, Alfred B.","Stead, Sr., Charles Lewis","McGovern, Marc C.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped
2530,"Harding, Jr., Richard","Stead, Sr., Charles Lewis","McGovern, Marc C.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2531,"Stead, Sr., Charles Lewis","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2532,"Nolan, Patricia M.","Harding, Jr., Richard","Turkel, Alice L.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2533,"McGovern, Marc C.","Tauber, Nancy","Nolan, Patricia M.","Holland, John J.","Osborne, Mervan F.","Harding, Jr., Richard","Fantini, Alfred B.","Gerber, Joyce C.","Turkel, Alice L.","Stead, Sr., Charles Lewis","Forster, Bill"
2534,"Osborne, Mervan F.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2535,"Harding, Jr., Richard","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2536,"Nolan, Patricia M.","Tauber, Nancy","Fantini, Alfred B.","Forster, Bill","Harding, Jr., Richard","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped
2537,"Nolan, Patricia M.","Harding, Jr., Richard","McGovern, Marc C.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2538,"Forster, Bill","Gerber, Joyce C.","Harding, Jr., Richard","Holland, John J.","McGovern, Marc C.","Nolan, Patricia M.","Tauber, Nancy","Turkel, Alice L.",skipped,skipped,skipped
2539,"Nolan, Patricia M.","Gerber, Joyce C.","Osborne, Mervan F.","Holland, John J.","McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped
2540,"McGovern, Marc C.","Harding, Jr., Richard","Nolan, Patricia M.","Osborne, Mervan F.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
2541,"McGovern, Marc C.","Harding, Jr., Richard","Tauber, Nancy","Turkel, Alice L.","Osborne, Mervan F.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
2542,"Turkel, Alice L.","Harding, Jr., Richard","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2543,"Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2544,"Harding, Jr., Richard","Holland, John J.","McGovern, Marc C.","Nolan, Patricia M.","Osborne, Mervan F.","Stead, Sr., Charles Lewis","Tauber, Nancy","Turkel, Alice L.","Gerber, Joyce C.",skipped,skipped
2545,"Osborne, Mervan F.","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2546,"Osborne, Mervan F.","Holland, John J.","McGovern, Marc C.","Forster, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2547,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2548,"Forster, Bill","Holland, John J.","Gerber, Joyce C.","Harding, Jr., Richard","McGovern, Marc C.","Osborne, Mervan F.","Tauber, Nancy",skipped,skipped,skipped,skipped
2549,"McGovern, Marc C.","Harding, Jr., Richard","Tauber, Nancy","Turkel, Alice L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
2550,"Stead, Sr., Charles Lewis","Tauber, Nancy","Forster, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2551,"Osborne, Mervan F.","Nolan, Patricia M.","Fantini, Alfred B.","Turkel, Alice L.","Harding, Jr., Richard","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
2552,"Osborne, Mervan F.","Nolan, Patricia M.","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2553,"Tauber, Nancy","Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2554,"Osborne, Mervan F.","McGovern, Marc C.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2555,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2556,"Tauber, Nancy","Fantini, Alfred B.","Turkel, Alice L.","Forster, Bill","Harding, Jr., Richard","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
2557,"Turkel, Alice L.","Forster, Bill","Fantini, Alfred B.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2558,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2559,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2560,"Turkel, Alice L.","Holland, John J.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2561,"Harding, Jr., Richard","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2562,"Harding, Jr., Richard","Fantini, Alfred B.","Nolan, Patricia M.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2563,"Forster, Bill","Osborne, Mervan F.","Turkel, Alice L.","Tauber, Nancy","Fantini, Alfred B.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped
2564,"Gerber, Joyce C.","Harding, Jr., Richard","Tauber, Nancy","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
2565,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2566,"Gerber, Joyce C.","Harding, Jr., Richard","Tauber, Nancy","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
2567,"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2568,"Fantini, Alfred B.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2569,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2570,"McGovern, Marc C.","Nolan, Patricia M.","Turkel, Alice L.","Tauber, Nancy","Osborne, Mervan F.","Gerber, Joyce C.","Harding, Jr., Richard",skipped,skipped,skipped,skipped
2571,skipped,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2572,"Harding, Jr., Richard","Osborne, Mervan F.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2573,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2574,"Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2575,"McGovern, Marc C.","Nolan, Patricia M.","Osborne, Mervan F.","Tauber, Nancy","Turkel, Alice L.","Harding, Jr., Richard","Holland, John J.",skipped,skipped,skipped,skipped
2576,"Nolan, Patricia M.","Turkel, Alice L.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2577,"Harding, Jr., Richard","Turkel, Alice L.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2578,"Harding, Jr., Richard","Turkel, Alice L.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2579,"Harding, Jr., Richard","McGovern, Marc C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2580,"Harding, Jr., Richard","Osborne, Mervan F.","Nolan, Patricia M.","Tauber, Nancy","Holland, John J.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
2581,"McGovern, Marc C.","Fantini, Alfred B.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2582,"Tauber, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2583,"Harding, Jr., Richard","Gerber, Joyce C.","Holland, John J.","McGovern, Marc C.","Forster, Bill","Turkel, Alice L.","Osborne, Mervan F.","Tauber, Nancy","Stead, Sr., Charles Lewis","Fantini, Alfred B.","Nolan, Patricia M."
2584,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2585,"Fantini, Alfred B.","Stead, Sr., Charles Lewis","Harding, Jr., Richard","Tauber, Nancy","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
2586,"McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2587,"Tauber, Nancy","Osborne, Mervan F.","Turkel, Alice L.","Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
