place,state,year,date,office,winner,special_election,incumbent,number_of_candidates,number_of_rounds,total_ballots,first_round_active_votes,final_round_active_votes,first_round_winner_vote,first_round_winner_percent,first_round_winner_place,final_round_winner_vote,final_round_winner_percent,winners_consensus_value,final_round_winner_votes_over_first_round_valid,total_fully_ranked,ranked_multiple,ranked_winner,total_undervote,first_round_overvote,total_ballots_with_overvote,total_posttally_exhausted_by_overvote,total_posttally_exhausted_by_skipped_rankings,total_posttally_exhausted_by_abstention,total_posttally_exhausted_by_rank_limit,total_posttally_exhausted,percent_exhausted,includes_duplicate_ranking,includes_skipped_ranking,turnout_percent,registered_voters,condorcet,come_from_behind,contest_rank_limit,ballot_style,ballot_marking_style,voting_equipment_used,link_to_results,cvr_available,notes,sort_for_cruncher_export,unique_id,contest_name,rcv_type,exhaust_on_overvote,exhaust_on_repeated_skipped_rankings,number_of_winners,total_pretally_exhausted,total_irregular,ranked_3_or_more,effective_ballot_length,tabulation_num
San Leandro,CA,2012,11/6/2012,County Council District 4,Benny Lee,,,4,4,28703.0,23275.0,21226.0,10271.0,44.128893662728245,1,12945.0,60.98652595872986,71.5703544575725,55.617615467239524,14663.0,17228.0,16658,5344.0,84.0,183.0,31.0,0.0,2018.0,0.0,2049.0,,4978.0,115.0,,,yes,no,3,,,,,,,,SanLeandro_11062012_CountyCouncilDistrict4_tab1,"2012 Member, City Council, District 4 - San Leandro Nov 2012",rcv_single_winner,,,1,84.0,5235.0,14663.0,0: 5428; 1: 6112; 2: 2500; 3: 14663,1
San Leandro,CA,2012,11/6/2012,County Council District 6,Jim Prola,,,2,1,28703.0,23697.0,23697.0,12873.0,54.32333206735029,1,12873.0,54.32333206735029,84.32291007300502,54.32333206735029,14812.0,15056.0,19982,4946.0,60.0,118.0,0.0,0.0,0.0,0.0,0.0,,10955.0,187.0,,,yes,no,3,,,,,,,,SanLeandro_11062012_CountyCouncilDistrict6_tab1,"2012 Member, City Council, District 6 - San Leandro Nov 2012",rcv_single_winner,,,1,60.0,11172.0,1284.0,0: 5006; 1: 8666; 2: 13747; 3: 1284,1
Minneapolis,MN,2013,11/5/2013,Mayor,Betsy Hodges,,,35,35,80101.0,79415.0,63842.0,28962.0,36.46918088522319,1,38870.0,60.88468406378246,62.48567650947554,48.945413335012276,58944.0,68371.0,49623,639.0,104.0,189.0,0.0,0.0,5424.0,10149.0,15573.0,,1742.0,292.0,,,yes,no,3,,,,,,,,Minneapolis_11052013_Mayor_tab1,Minneapolis Mayor 2013,rcv_single_winner,,,1,47.0,2172.0,58944.0,0: 686; 1: 11044; 2: 9427; 3: 58944,1
Minneapolis,MN,2013,11/5/2013,P&R Board District 2,Jon Olson,,,2,1,8458.0,6054.0,6054.0,4070.0,67.22827882391806,1,4070.0,67.22827882391806,84.63825569871159,67.22827882391807,2702.0,2756.0,5124,2404.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,499.0,42.0,,,yes,no,3,,,,,,,,Minneapolis_11052013_PRBoardDistrict2_tab1,Minneapolis Park District 2 2013,rcv_single_winner,,,1,0.0,535.0,196.0,0: 2404; 1: 3298; 2: 2560; 3: 196,1
Minneapolis,MN,2013,11/5/2013,P&R Board District 6,Brad Bourn,,,2,1,18523.0,13739.0,13739.0,8903.0,64.80093165441444,1,8903.0,64.80093165441444,82.42230147754567,64.80093165441444,6305.0,6397.0,11324,4782.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,,473.0,14.0,,,yes,no,3,,,,,,,,Minneapolis_11052013_PRBoardDistrict6_tab1,Minneapolis Park District 6 2013,rcv_single_winner,,,1,2.0,490.0,285.0,0: 4784; 1: 7342; 2: 6112; 3: 285,1
Minneapolis,MN,2013,11/5/2013,Ward 13 City Council ,Linea Palmisano,,,5,5,10742.0,10459.0,9764.0,4452.0,42.56621091882589,1,5059.0,51.812781646866036,77.85639162443829,48.36982503107372,6464.0,8627.0,8143,282.0,2.0,13.0,0.0,0.0,583.0,112.0,695.0,,150.0,17.0,,,yes,no,3,,,,,,,,Minneapolis_11052013_Ward13CityCouncil_tab1,Minneapolis Ward 13 2013,rcv_single_winner,,,1,1.0,180.0,6464.0,0: 283; 1: 1832; 2: 2163; 3: 6464,1
Minneapolis,MN,2013,11/5/2013,Ward 5 City Council ,Blong Yang,,,4,4,3622.0,3499.0,3236.0,1475.0,42.154901400400114,1,1842.0,56.92212608158219,78.19376964847099,52.64361246070306,1914.0,2429.0,2736,123.0,2.0,5.0,0.0,0.0,263.0,0.0,263.0,,255.0,27.0,,,yes,no,3,,,,,,,,Minneapolis_11052013_Ward5CityCouncil_tab1,Minneapolis Ward 5 2013,rcv_single_winner,,,1,0.0,284.0,1914.0,0: 123; 1: 1070; 2: 515; 3: 1914,1
Minneapolis,MN,2013,11/5/2013,Ward 9 City Council ,Alondra Cano,,,6,6,4310.0,4179.0,3745.0,1698.0,40.63173007896626,1,1987.0,53.05740987983978,73.29504666188083,47.54726011007418,2343.0,3259.0,3063,130.0,1.0,5.0,0.0,0.0,281.0,153.0,434.0,,198.0,13.0,,,yes,no,3,,,,,,,,Minneapolis_11052013_Ward9CityCouncil_tab1,Minneapolis Ward 9 2013,rcv_single_winner,,,1,1.0,214.0,2343.0,0: 131; 1: 920; 2: 916; 3: 2343,1
Berkeley,CA,2014,11/4/2014,City Auditor,Ann-Marie Hogan,,,1,1,39092.0,27390.0,27390.0,27390.0,100.0,1,27390.0,100.0,100.01095290251915,100.0,27390.0,0.0,27393,11682.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,,10359.0,855.0,,,yes,no,3,,,,,,,,Berkeley_11042014_CityAuditor_tab1,2014 City Auditor - Berkeley Nov 2014,rcv_single_winner,,,1,20.0,11088.0,0.0,0: 11702; 1: 27390,1
Berkeley,CA,2014,11/4/2014,City Council District 1,Linda Maio,,,3,1,6109.0,5564.0,5564.0,3038.0,54.601006470165345,1,3038.0,54.601006470165345,83.14162473040977,54.601006470165345,2273.0,3614.0,4626,530.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,,1031.0,53.0,,,yes,no,3,,,,,,,,Berkeley_11042014_CityCouncilDistrict1_tab1,"2014 Member, City Council, District 1 - Berkeley Nov 2014",rcv_single_winner,,,1,15.0,1098.0,2273.0,0: 545; 1: 1953; 2: 1338; 3: 2273,1
Berkeley,CA,2014,11/4/2014,City Council District 7,Kriss Worthington,,,2,1,1786.0,1503.0,1503.0,833.0,55.42248835662009,1,833.0,55.42248835662009,76.3140385894877,55.42248835662009,677.0,678.0,1147,281.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,,410.0,43.0,,,yes,no,3,,,,,,,,Berkeley_11042014_CityCouncilDistrict7_tab1,"2014 Member, City Council, District 7 - Berkeley Nov 2014",rcv_single_winner,,,1,2.0,453.0,0.0,0: 283; 1: 826; 2: 677,1
Berkeley,CA,2014,11/4/2014,City Council District 8,Lori Droste,,,4,3,4964.0,4518.0,4128.0,1318.0,29.17220008853475,1,2072.0,50.193798449612395,70.80566622399292,45.86100044267375,2898.0,3793.0,3199,429.0,17.0,38.0,7.0,0.0,383.0,0.0,390.0,,415.0,31.0,,,yes,no,3,,,,,,,,Berkeley_11042014_CityCouncilDistrict8_tab1,"2014 Member, City Council, District 8 - Berkeley Nov 2014",rcv_single_winner,,,1,17.0,476.0,2898.0,0: 446; 1: 740; 2: 880; 3: 2898,1
Oakland,CA,2014,11/4/2014,City Auditor,Brenda Roberts,,,2,1,104834.0,79287.0,79287.0,60970.0,76.89785210690276,1,60970.0,76.89785210690276,89.57584471603163,76.89785210690277,41126.0,41141.0,71022,25448.0,99.0,196.0,0.0,0.0,0.0,0.0,0.0,,30285.0,1025.0,,,yes,no,3,,,,,,,,Oakland_11042014_CityAuditor_tab1,2014 City Auditor - Oakland Nov 2014,rcv_single_winner,,,1,99.0,31247.0,0.0,0: 25547; 1: 38161; 2: 41126,1
Oakland,CA,2014,11/4/2014,Mayor,Libby Schaaf,,,16,15,104834.0,101888.0,77227.0,30041.0,29.484335741206024,1,48806.0,63.19810428995039,56.620995603015075,47.901617462311556,75390.0,87226.0,57690,2152.0,794.0,1251.0,256.0,0.0,4746.0,19659.0,24661.0,,13602.0,763.0,,,yes,no,3,,,,,,,,Oakland_11042014_Mayor_tab1,2014 Mayor - Oakland Nov 2014,rcv_single_winner,,,1,794.0,15361.0,75390.0,0: 2946; 1: 15016; 2: 11482; 3: 75390,1
Oakland,CA,2014,11/4/2014,City Council District 2,Abel Guillen,,,5,4,15293.0,13555.0,12347.0,4886.0,36.04573957949096,1,6547.0,53.02502632218352,65.48874953891553,48.2995204721505,7790.0,10255.0,8877,1697.0,41.0,96.0,18.0,0.0,529.0,661.0,1208.0,,2090.0,94.0,,,yes,no,3,,,,,,,,Oakland_11042014_CityCouncilDistrict2_tab1,"2014 Member, City Council, District 2 - Oakland Nov 2014",rcv_single_winner,,,1,41.0,2248.0,7790.0,0: 1738; 1: 3323; 2: 2442; 3: 7790,1
Oakland,CA,2014,11/4/2014,City Council District 4,Annie Campbell Washington,,,3,1,20018.0,17704.0,17704.0,11358.0,64.15499322187075,1,11358.0,64.15499322187075,88.13827383642115,64.15499322187075,7885.0,11991.0,15604,2294.0,20.0,56.0,0.0,0.0,0.0,0.0,0.0,,2730.0,119.0,,,yes,no,3,,,,,,,,Oakland_11042014_CityCouncilDistrict4_tab1,"2014 Member, City Council, District 4 - Oakland Nov 2014",rcv_single_winner,,,1,20.0,2883.0,7885.0,0: 2314; 1: 5730; 2: 4089; 3: 7885,1
Oakland,CA,2014,11/4/2014,City Council District 6,Desley Brooks,,,5,4,12383.0,11162.0,10376.0,4772.0,42.75219494714209,1,5430.0,52.33230531996915,60.365525891417306,48.64719584303888,5989.0,7712.0,6738,1178.0,43.0,88.0,12.0,0.0,274.0,500.0,786.0,,2996.0,107.0,,,yes,no,3,,,,,,,,Oakland_11042014_CityCouncilDistrict6_tab1,"2014 Member, City Council, District 6 - Oakland Nov 2014",rcv_single_winner,,,1,43.0,3151.0,5989.0,0: 1221; 1: 3462; 2: 1711; 3: 5989,1
Oakland,CA,2014,11/4/2014,School Director District 2,Aimee Eng,,,2,1,15293.0,11710.0,11710.0,8907.0,76.06319385140905,1,8907.0,76.06319385140905,89.09479077711357,76.06319385140905,5355.0,5358.0,10433,3566.0,17.0,28.0,0.0,0.0,0.0,0.0,0.0,,3772.0,185.0,,,yes,no,3,,,,,,,,Oakland_11042014_SchoolDirectorDistrict2_tab1,"2014 School Director, District 2 - Oakland Nov 2014",rcv_single_winner,,,1,17.0,3925.0,0.0,0: 3583; 1: 6355; 2: 5355,1
Oakland,CA,2014,11/4/2014,School Director District 4,Nina Senn,,,4,3,20018.0,16120.0,14886.0,6183.0,38.3560794044665,1,7802.0,52.41166196426171,70.92431761786601,48.39950372208437,8491.0,11975.0,11433,3866.0,32.0,61.0,9.0,0.0,1225.0,0.0,1234.0,,2310.0,119.0,,,yes,no,3,,,,,,,,Oakland_11042014_SchoolDirectorDistrict4_tab1,"2014 School Director, District 4 - Oakland Nov 2014",rcv_single_winner,,,1,32.0,2455.0,8491.0,0: 3898; 1: 4163; 2: 3466; 3: 8491,1
Oakland,CA,2014,11/4/2014,School Director District 6,Shanthi Gonzales,,,2,1,12377.0,10384.0,10384.0,6078.0,58.53235747303543,1,6078.0,58.53235747303543,81.09591679506933,58.53235747303543,5359.0,5362.0,8421,1973.0,20.0,38.0,0.0,0.0,0.0,0.0,0.0,,4886.0,191.0,,,yes,no,3,,,,,,,,Oakland_11042014_SchoolDirectorDistrict6_tab1,"2014 School Director, District 6 - Oakland Nov 2014",rcv_single_winner,,,1,20.0,5045.0,0.0,0: 1993; 1: 5025; 2: 5359,1
San Francisco,CA,2014,11/4/2014,Board of Supervisors District 10,Malia Cohen,,,5,3,16342.0,15406.0,14925.0,7176.0,46.579254835778265,1,7719.0,51.71859296482412,68.94716344281449,50.103855640659475,7559.0,10265.0,10622,825.0,111.0,145.0,11.0,0.0,198.0,272.0,481.0,,2468.0,146.0,,,yes,no,3,,,,,,,,SanFrancisco_11042014_BoardofSupervisorsDistrict10_tab1,San Francisco Board of Supervisors District 10 2014,rcv_single_winner,,,1,111.0,2734.0,7559.0,0: 936; 1: 5172; 2: 2675; 3: 7559,1
San Leandro,CA,2014,11/4/2014,Mayor,Pauline Russo Cutter,,,4,3,17200.0,16209.0,15367.0,7889.0,48.67049170214079,1,8801.0,57.27207652762413,82.66395212536246,54.2969954963292,8425.0,11493.0,13399,951.0,40.0,104.0,9.0,0.0,833.0,0.0,842.0,,3881.0,129.0,,,yes,no,3,,,,,,,,SanLeandro_11042014_Mayor_tab1,2014 Mayor of San Leandro Nov 2014,rcv_single_winner,,,1,40.0,4071.0,8425.0,0: 991; 1: 4748; 2: 3036; 3: 8425,1
San Leandro,CA,2014,11/4/2014,County Council District 1,Deborah Cox,,,4,3,17200.0,15445.0,13697.0,6552.0,42.421495629653606,1,8898.0,64.96313061254288,74.97572029783102,57.61087730657171,9193.0,11256.0,11580,1681.0,74.0,132.0,17.0,0.0,1731.0,0.0,1748.0,,3340.0,97.0,,,yes,no,3,,,,,,,,SanLeandro_11042014_CountyCouncilDistrict1_tab1,"2014 Member, City Council, District 1 - San Leandro Nov 2014",rcv_single_winner,,,1,74.0,3533.0,9193.0,0: 1755; 1: 4237; 2: 2015; 3: 9193,1
San Leandro,CA,2014,11/4/2014,County Council District 3,Lee Thomas,,,3,1,17200.0,14194.0,14194.0,7671.0,54.043962237565154,1,7671.0,54.043962237565154,84.19050302944906,54.04396223756517,8161.0,9964.0,11950,2978.0,28.0,58.0,0.0,0.0,0.0,0.0,0.0,,2954.0,129.0,,,yes,no,3,,,,,,,,SanLeandro_11042014_CountyCouncilDistrict3_tab1,"2014 Member, City Council, District 3 - San Leandro Nov 2014",rcv_single_winner,,,1,28.0,3098.0,8161.0,0: 3006; 1: 4243; 2: 1790; 3: 8161,1
San Leandro,CA,2014,11/4/2014,County Council District 5,Corina Lopez,,,3,1,17200.0,14684.0,14684.0,7906.0,53.840915281939516,1,7906.0,53.840915281939516,84.69763007354945,53.84091528193953,8630.0,10411.0,12437,2481.0,35.0,75.0,0.0,0.0,0.0,0.0,0.0,,3045.0,95.0,,,yes,no,3,,,,,,,,SanLeandro_11042014_CountyCouncilDistrict5_tab1,"2014 Member, City Council, District 5 - San Leandro Nov 2014",rcv_single_winner,,,1,35.0,3183.0,8630.0,0: 2516; 1: 4295; 2: 1759; 3: 8630,1
San Francisco,CA,2015,11/3/2015,Board of Supervisors District 3,Aaron Peskin,,,3,1,17554.0,16694.0,16694.0,8767.0,52.51587396669461,1,8767.0,52.51587396669461,66.98813945129987,52.51587396669463,4478.0,7988.0,11183,819.0,41.0,63.0,0.0,0.0,0.0,0.0,0.0,,2083.0,136.0,,,yes,no,3,,,,,,,,SanFrancisco_11032015_BoardofSupervisorsDistrict3_tab1,San Francisco Board of Supervisors District 3 2015,rcv_single_winner,,,1,41.0,2252.0,4478.0,0: 860; 1: 8715; 2: 3501; 3: 4478,1
San Francisco,CA,2015,11/3/2015,Mayor,Ed Lee,,,6,1,203069.0,189707.0,189707.0,105771.0,55.75492733531182,1,105771.0,55.75492733531182,62.40149282841434,55.75492733531182,84870.0,103133.0,118380,12741.0,621.0,1043.0,0.0,0.0,0.0,0.0,0.0,,22398.0,1438.0,,,yes,no,3,,,,,,,,SanFrancisco_11032015_Mayor_tab1,San Francisco Mayor 2015,rcv_single_winner,,,1,621.0,24653.0,84870.0,0: 13362; 1: 86952; 2: 17885; 3: 84870,1
San Francisco,CA,2015,11/3/2015,Sheriff,Vicki Hennessy,,,3,1,203069.0,185831.0,185831.0,113349.0,60.9957434443123,1,113349.0,60.9957434443123,79.68315297232431,60.9957434443123,53191.0,90911.0,148076,17001.0,237.0,469.0,0.0,0.0,0.0,0.0,0.0,,26727.0,996.0,,,yes,no,3,,,,,,,,SanFrancisco_11032015_Sheriff_tab1,San Francisco Sheriff 2015,rcv_single_winner,,,1,237.0,28024.0,53191.0,0: 17238; 1: 95007; 2: 37633; 3: 53191,1
Berkeley,CA,2016,11/8/2016,City Council District 2,Cheryl Davila,,,3,2,8123.0,7138.0,6734.0,2215.0,31.031101148781172,2,3451.0,51.247401247401235,76.43597646399552,48.34687587559541,3584.0,5272.0,5456,968.0,17.0,29.0,1.0,0.0,403.0,0.0,404.0,,1252.0,36.0,,,yes,yes,3,,,,,,,,Berkeley_11082016_CityCouncilDistrict2_tab1,2016 BerkeleyCouncilD2,rcv_single_winner,,,1,17.0,1311.0,3584.0,0: 985; 1: 1873; 2: 1681; 3: 3584,1
Berkeley,CA,2016,11/8/2016,City Council District 3,Ben Bartlett,,,4,1,8276.0,7118.0,7118.0,4060.0,57.038493958977234,1,4060.0,57.038493958977234,82.88845181230683,57.03849395897724,3823.0,5174.0,5900,1143.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,,961.0,46.0,,,yes,no,3,,,,,,,,Berkeley_11082016_CityCouncilDistrict3_tab1,2016 BerkeleyCouncilD3,rcv_single_winner,,,1,15.0,1018.0,3823.0,0: 1158; 1: 1948; 2: 1347; 3: 3823,1
Berkeley,CA,2016,11/8/2016,City Council District 5,Sophie Hahn,,,2,1,10247.0,9323.0,9323.0,5821.0,62.43698380349672,1,5821.0,62.43698380349672,76.27373163144911,62.43698380349672,3633.0,3636.0,7111,920.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,,2522.0,62.0,,,yes,no,3,,,,,,,,Berkeley_11082016_CityCouncilDistrict5_tab1,2016 BerkeleyCouncilD5,rcv_single_winner,,,1,4.0,2582.0,0.0,0: 924; 1: 5690; 2: 3633,1
Berkeley,CA,2016,11/8/2016,City Council District 6,Susan Wengraf,,,3,1,8478.0,7462.0,7462.0,4358.0,58.402573036719374,1,4358.0,58.402573036719374,82.60519967837041,58.402573036719374,3107.0,4723.0,6164,1011.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,,952.0,45.0,,,yes,no,3,,,,,,,,Berkeley_11082016_CityCouncilDistrict6_tab1,2016 BerkeleyCouncilD6,rcv_single_winner,,,1,5.0,1004.0,3107.0,0: 1016; 1: 2743; 2: 1612; 3: 3107,1
Berkeley,CA,2016,11/8/2016,Mayor,Jesse Arreguín,,,8,4,63744.0,59144.0,58545.0,29039.0,49.098809684837,1,29499.0,50.38688188572892,72.57709995942108,49.87657243338293,32923.0,45351.0,42925,4399.0,201.0,378.0,9.0,0.0,267.0,323.0,599.0,,6632.0,275.0,,,yes,no,3,,,,,,,,Berkeley_11082016_Mayor_tab1,2016 BerkeleyMayor,rcv_single_winner,,,1,201.0,7201.0,32923.0,0: 4600; 1: 13920; 2: 12301; 3: 32923,1
Oakland,CA,2016,11/8/2016,City Attorney,Barbara J. Parker,,,1,1,177631.0,128029.0,128029.0,128029.0,100.0,1,128029.0,100.0,100.01796467987722,100.0,128029.0,0.0,128052,49454.0,148.0,185.0,0.0,0.0,0.0,0.0,0.0,,58230.0,3924.0,,,yes,no,3,,,,,,,,Oakland_11082016_CityAttorney_tab1,2016 OaklandAttorney,rcv_single_winner,,,1,148.0,60882.0,0.0,0: 49602; 1: 128029,1
Oakland,CA,2016,11/8/2016,CouncilAtLrg,Rebecca Kaplan,,,5,1,177631.0,160024.0,160024.0,83365.0,52.09531070339448,1,83365.0,52.09531070339448,78.44635804629306,52.095310703394496,96039.0,121386.0,125533,16353.0,1254.0,1880.0,0.0,0.0,0.0,0.0,0.0,,29512.0,1693.0,,,yes,no,3,,,,,,,,Oakland_11082016_CouncilAtLrg_tab1,2016 OaklandCouncilAtLrg,rcv_single_winner,,,1,1254.0,32582.0,96039.0,0: 17607; 1: 39125; 2: 24860; 3: 96039,1
Oakland,CA,2016,11/8/2016,City Council District 1,Dan Kalb,,,2,1,37139.0,31019.0,31019.0,25102.0,80.92459460330764,1,25102.0,80.92459460330764,89.65150391695413,80.92459460330765,11020.0,11023.0,27809,6098.0,22.0,49.0,0.0,0.0,0.0,0.0,0.0,,9357.0,434.0,,,yes,no,3,,,,,,,,Oakland_11082016_CityCouncilDistrict1_tab1,2016 OaklandCouncilD1,rcv_single_winner,,,1,22.0,9747.0,0.0,0: 6120; 1: 19999; 2: 11020,1
Oakland,CA,2016,11/8/2016,City Council District 3,Lynette Gibson Mcelhaney,,,2,1,28936.0,23255.0,23255.0,13147.0,56.53407869275424,1,13147.0,56.53407869275424,74.66781337346808,56.53407869275424,11657.0,11664.0,17364,5625.0,56.0,97.0,0.0,0.0,0.0,0.0,0.0,,8509.0,392.0,,,yes,no,3,,,,,,,,Oakland_11082016_CityCouncilDistrict3_tab1,2016 OaklandCouncilD3,rcv_single_winner,,,1,56.0,8892.0,0.0,0: 5681; 1: 11598; 2: 11657,1
Oakland,CA,2016,11/8/2016,City Council District 5,Noel Gallo,,,2,1,16317.0,13891.0,13891.0,7838.0,56.42502339644373,1,7838.0,56.42502339644373,79.36793607371679,56.42502339644374,6506.0,6511.0,11025,2378.0,48.0,71.0,0.0,0.0,0.0,0.0,0.0,,6142.0,284.0,,,yes,no,3,,,,,,,,Oakland_11082016_CityCouncilDistrict5_tab1,2016 OaklandCouncilD5,rcv_single_winner,,,1,48.0,6402.0,0.0,0: 2426; 1: 7385; 2: 6506,1
Oakland,CA,2016,11/8/2016,City Council District 7,Larry E. Reid,,,3,1,18069.0,15735.0,15735.0,8464.0,53.79091197966317,1,8464.0,53.79091197966317,82.75182713695584,53.79091197966317,7592.0,10285.0,13021,2271.0,63.0,116.0,0.0,0.0,0.0,0.0,0.0,,5248.0,267.0,,,yes,no,3,,,,,,,,Oakland_11082016_CityCouncilDistrict7_tab1,2016 OaklandCouncilD7,rcv_single_winner,,,1,63.0,5544.0,7592.0,0: 2334; 1: 5476; 2: 2667; 3: 7592,1
Oakland,CA,2016,11/8/2016,School Director District 1,Jody London,,,2,1,37139.0,28842.0,28842.0,21746.0,75.39699049996533,1,21746.0,75.39699049996533,84.38735177865613,75.39699049996533,10392.0,10394.0,24339,8269.0,28.0,39.0,0.0,0.0,0.0,0.0,0.0,,8581.0,735.0,,,yes,no,3,,,,,,,,Oakland_11082016_SchoolDirectorDistrict1_tab1,2016 OaklandSchoolD1,rcv_single_winner,,,1,28.0,9201.0,0.0,0: 8297; 1: 18450; 2: 10392,1
Oakland,CA,2016,11/8/2016,School Director District 3,Jumoke Hinton Hodge,,,5,4,28936.0,22351.0,20606.0,8905.0,39.84161782470583,1,10796.0,52.392507036785396,69.41971276452955,48.30208939197351,11915.0,16091.0,15516,6478.0,107.0,163.0,18.0,0.0,781.0,946.0,1745.0,,4498.0,422.0,,,yes,no,3,,,,,,,,Oakland_11082016_SchoolDirectorDistrict3_tab1,2016 OaklandSchoolD3,rcv_single_winner,,,1,107.0,4987.0,11915.0,0: 6585; 1: 6298; 2: 4138; 3: 11915,1
Oakland,CA,2016,11/8/2016,School Director District 5,Rosie Torres,,,4,3,16317.0,13305.0,12286.0,4786.0,35.97143930853062,2,6277.0,51.09067230994627,68.07215332581737,47.177752724539644,5981.0,8985.0,9057,2922.0,90.0,118.0,10.0,0.0,1009.0,0.0,1019.0,,3637.0,339.0,,,yes,yes,3,,,,,,,,Oakland_11082016_SchoolDirectorDistrict5_tab1,2016 OaklandSchoolD5,rcv_single_winner,,,1,90.0,4024.0,5981.0,0: 3012; 1: 4347; 2: 2977; 3: 5981,1
Oakland,CA,2016,11/8/2016,School Director District 7,James Harris,,,2,1,17469.0,14930.0,14930.0,9965.0,66.74480910917615,1,9965.0,66.74480910917615,83.45612860013397,66.74480910917615,7450.0,7458.0,12460,2468.0,71.0,96.0,0.0,0.0,0.0,0.0,0.0,,8574.0,533.0,,,yes,no,3,,,,,,,,Oakland_11082016_SchoolDirectorDistrict7_tab1,2016 OaklandSchoolD7,rcv_single_winner,,,1,71.0,9043.0,0.0,0: 2539; 1: 7480; 2: 7450,1
San Francisco,CA,2016,11/8/2016,Board of Supervisors District 1,Sandra Lee Fewer,,,10,9,35109.0,31681.0,28496.0,12568.0,39.67046494744484,1,15037.0,52.76880965749579,66.3331334238187,47.463779552413115,19667.0,24656.0,21015,3236.0,192.0,255.0,18.0,0.0,936.0,2231.0,3185.0,,1889.0,134.0,,,yes,no,3,,,,,,,,SanFrancisco_11082016_BoardofSupervisorsDistrict1_tab1,San Francisco Board of Supervisors District 1 2016,rcv_single_winner,,,1,192.0,2241.0,19667.0,0: 3428; 1: 7116; 2: 4898; 3: 19667,1
San Francisco,CA,2016,11/8/2016,Board of Supervisors District 11,Ahsha Safai,,,5,4,28010.0,25380.0,22031.0,9466.0,37.29708431836091,1,11222.0,50.937315600744405,57.95508274231679,44.21591804570528,16006.0,19509.0,14709,2457.0,173.0,257.0,32.0,0.0,748.0,2569.0,3349.0,,2572.0,190.0,,,yes,no,3,,,,,,,,SanFrancisco_11082016_BoardofSupervisorsDistrict11_tab1,San Francisco Board of Supervisors District 11 2016,rcv_single_winner,,,1,173.0,2963.0,16006.0,0: 2630; 1: 5941; 2: 3433; 3: 16006,1
San Francisco,CA,2016,11/8/2016,Board of Supervisors District 3,Aaron Peskin,,,2,1,31521.0,26658.0,26658.0,19211.0,72.06467101808087,1,19211.0,72.06467101808087,84.48120639207742,72.06467101808087,10765.0,10769.0,22521,4839.0,24.0,56.0,0.0,0.0,0.0,0.0,0.0,,5897.0,483.0,,,yes,no,3,,,,,,,,SanFrancisco_11082016_BoardofSupervisorsDistrict3_tab1,San Francisco Board of Supervisors District 3 2016,rcv_single_winner,,,1,24.0,6366.0,0.0,0: 4863; 1: 15893; 2: 10765,1
San Francisco,CA,2016,11/8/2016,Board of Supervisors District 5,London Breed,,,2,1,45531.0,41009.0,41009.0,21399.0,52.18122851081469,1,21399.0,52.18122851081469,74.69823697237192,52.181228510814705,18924.0,18932.0,30633,4472.0,50.0,117.0,0.0,0.0,0.0,0.0,0.0,,8404.0,598.0,,,yes,no,3,,,,,,,,SanFrancisco_11082016_BoardofSupervisorsDistrict5_tab1,San Francisco Board of Supervisors District 5 2016,rcv_single_winner,,,1,50.0,9032.0,0.0,0: 4522; 1: 22085; 2: 18924,1
San Francisco,CA,2016,11/8/2016,Board of Supervisors District 7,Norman Yee,,,5,4,39486.0,35274.0,30507.0,14179.0,40.196745478255934,1,17692.0,57.99324745140459,60.29653569201111,50.15592220899245,22105.0,27074.0,21269,4084.0,128.0,185.0,25.0,0.0,1975.0,2767.0,4767.0,,2316.0,163.0,,,yes,no,3,,,,,,,,SanFrancisco_11082016_BoardofSupervisorsDistrict7_tab1,San Francisco Board of Supervisors District 7 2016,rcv_single_winner,,,1,128.0,2632.0,22105.0,0: 4212; 1: 8271; 2: 4898; 3: 22105,1
San Francisco,CA,2016,11/8/2016,Board of Supervisors District 9,Hillary Ronen,,,4,1,34945.0,32054.0,32054.0,18396.0,57.39065327260248,1,18396.0,57.39065327260248,82.58563673800462,57.390653272602485,17026.0,24097.0,26472,2764.0,127.0,195.0,0.0,0.0,0.0,0.0,0.0,,2963.0,200.0,,,yes,no,3,,,,,,,,SanFrancisco_11082016_BoardofSupervisorsDistrict9_tab1,San Francisco Board of Supervisors District 9 2016,rcv_single_winner,,,1,127.0,3302.0,17026.0,0: 2891; 1: 8007; 2: 7021; 3: 17026,1
San Leandro,CA,2016,11/8/2016,County Council District 2,Ed Hernandez,,,2,1,31790.0,26930.0,26930.0,14648.0,54.392870404753054,1,14648.0,54.392870404753054,77.35239509840326,54.39287040475307,14654.0,14658.0,20831,4755.0,105.0,160.0,0.0,0.0,0.0,0.0,0.0,,11996.0,1143.0,,,yes,no,3,,,,,,,,SanLeandro_11082016_CountyCouncilDistrict2_tab1,2016 SanLeandroCouncilD2,rcv_single_winner,,,1,105.0,13142.0,0.0,0: 4860; 1: 12276; 2: 14654,1
