raceID,candidate,round_elected,round_eliminated,round_1_vote,round_2_vote,round_3_vote,round_4_vote,round_5_vote,round_6_vote,round_7_vote,round_8_vote,round_9_vote,round_10_vote,round_11_vote,round_12_vote,round_13_vote,round_14_vote,round_15_vote,round_16_vote,round_17_vote,round_18_vote,round_19_vote,round_20_vote,round_21_vote,round_22_vote,round_23_vote
Cambridge_11032009_CityCouncil_tab1,"Flanagan, Mark F.",,6.0,111.0,115.0,116.0,116.0,121.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Podgers, Kathy",,5.0,78.0,80.0,81.0,94.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Williamson, James M.",,4.0,89.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Moree, Gregg J.",,3.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Cambridge_11032009_CityCouncil_tab1,writeIns,,2.0,33.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Cambridge_11082011_CityCouncil_tab1,"Maher, David P.",1.0,,1685.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"Cheung, Leland",1.0,,2016.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"Toomey, Jr., Timothy J.",1.0,,1701.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"Davis, Henrietta",7.0,,1435.0,1558.0,1559.0,1561.0,1563.0,1569.0,1588.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"Kelley, Craig A.",12.0,,1097.0,1176.0,1177.0,1180.0,1186.0,1194.0,1204.0,1206.0,1259.0,1398.0,1443.0,1597.0,1583.0,1583.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"Simmons, E. Denise",12.0,,1262.0,1325.0,1325.0,1330.0,1335.0,1344.0,1361.0,1362.0,1386.0,1410.0,1480.0,1650.0,1583.0,1583.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"Reeves, Kenneth E.",14.0,,1011.0,1065.0,1066.0,1070.0,1074.0,1087.0,1096.0,1096.0,1114.0,1137.0,1193.0,1283.0,1313.0,1595.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"vanBeuzekom, Minka Y.",14.0,,1038.0,1098.0,1099.0,1104.0,1106.0,1123.0,1153.0,1154.0,1249.0,1314.0,1411.0,1561.0,1579.0,1830.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"Decker, Marjorie C.",14.0,,1122.0,1202.0,1203.0,1205.0,1207.0,1216.0,1227.0,1228.0,1268.0,1303.0,1381.0,1556.0,1574.0,1819.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"Ward, Larry W.",,13.0,835.0,873.0,873.0,874.0,879.0,892.0,917.0,917.0,943.0,996.0,1118.0,1216.0,1231.0,0.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"Seidel, Sam",,11.0,788.0,847.0,847.0,850.0,851.0,853.0,864.0,864.0,917.0,954.0,1038.0,0.0,0.0,0.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"Nelson, Matthew P.",,10.0,542.0,564.0,565.0,570.0,574.0,585.0,596.0,596.0,613.0,677.0,0.0,0.0,0.0,0.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"Marquardt, Charles J.",,9.0,499.0,527.0,528.0,532.0,535.0,551.0,559.0,559.0,585.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"Stohlman, Jr., Thomas J.",,8.0,344.0,367.0,368.0,371.0,381.0,393.0,413.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"Williamson, James M.",,6.0,175.0,178.0,179.0,181.0,187.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"Mello, Gary W.",,5.0,135.0,144.0,144.0,150.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"Pascual, Jamake",,4.0,63.0,66.0,66.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,"Moree, Gregg J.",,3.0,56.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Cambridge_11082011_CityCouncil_tab1,writeIns,,2.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Cambridge_11082011_SchoolCommittee_tab1,"Fantini, Alfred B.",1.0,,2372.0,2183.0,2183.0,2183.0,2183.0,2183.0,2183.0,2183.0,2183.0,2183.0,,,,,,,,,,,,,
Cambridge_11082011_SchoolCommittee_tab1,"Nolan, Patricia M.",5.0,,2125.0,2145.0,2147.0,2158.0,2187.0,2183.0,2183.0,2183.0,2183.0,2183.0,,,,,,,,,,,,,
Cambridge_11082011_SchoolCommittee_tab1,"Osborne, Mervan F.",7.0,,2065.0,2074.0,2076.0,2112.0,2153.0,2155.0,2223.0,2183.0,2183.0,2183.0,,,,,,,,,,,,,
Cambridge_11082011_SchoolCommittee_tab1,"Turkel, Alice L.",7.0,,2111.0,2132.0,2133.0,2158.0,2181.0,2182.0,2216.0,2183.0,2183.0,2183.0,,,,,,,,,,,,,
Cambridge_11082011_SchoolCommittee_tab1,"Harding, Jr., Richard",10.0,,1850.0,1892.0,1894.0,1969.0,1989.0,1989.0,2019.0,2032.0,2137.0,2498.0,,,,,,,,,,,,,
Cambridge_11082011_SchoolCommittee_tab1,"McGovern, Marc C.",10.0,,1769.0,1799.0,1801.0,1825.0,1858.0,1858.0,1927.0,1947.0,2040.0,2672.0,,,,,,,,,,,,,
Cambridge_11082011_SchoolCommittee_tab1,"Tauber, Nancy",,9.0,1489.0,1508.0,1508.0,1538.0,1559.0,1560.0,1607.0,1638.0,1781.0,0.0,,,,,,,,,,,,,
Cambridge_11082011_SchoolCommittee_tab1,"Gerber, Joyce C.",,8.0,434.0,441.0,441.0,453.0,567.0,567.0,623.0,632.0,0.0,0.0,,,,,,,,,,,,,
Cambridge_11082011_SchoolCommittee_tab1,"Holland, John J.",,6.0,387.0,406.0,407.0,416.0,447.0,447.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Cambridge_11082011_SchoolCommittee_tab1,"Forster, Bill",,4.0,329.0,341.0,343.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Cambridge_11082011_SchoolCommittee_tab1,"Stead, Sr., Charles Lewis",,3.0,293.0,303.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Cambridge_11082011_SchoolCommittee_tab1,writeIns,,2.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Cambridge_11052013_CityCouncil_tab1,"Cheung, Leland",1.0,,2391.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,
Cambridge_11052013_CityCouncil_tab1,"Maher, David P.",17.0,,1463.0,1531.0,1531.0,1533.0,1533.0,1534.0,1537.0,1544.0,1549.0,1554.0,1570.0,1581.0,1601.0,1627.0,1695.0,1739.0,1833.0,1774.0,1774.0,1774.0,1774.0,1774.0,
Cambridge_11052013_CityCouncil_tab1,"Simmons, E. Denise",19.0,,1183.0,1232.0,1232.0,1234.0,1238.0,1244.0,1257.0,1264.0,1270.0,1270.0,1290.0,1303.0,1328.0,1375.0,1391.0,1454.0,1530.0,1537.0,2006.0,1774.0,1774.0,1774.0,
Cambridge_11052013_CityCouncil_tab1,"Toomey, Jr., Timothy J.",19.0,,1456.0,1480.0,1480.0,1487.0,1487.0,1489.0,1492.0,1499.0,1499.0,1501.0,1523.0,1534.0,1542.0,1560.0,1602.0,1645.0,1679.0,1695.0,1799.0,1774.0,1774.0,1774.0,
Cambridge_11052013_CityCouncil_tab1,"Benzan, Dennis A.",20.0,,1300.0,1325.0,1326.0,1326.0,1328.0,1331.0,1333.0,1338.0,1354.0,1358.0,1406.0,1407.0,1426.0,1469.0,1497.0,1549.0,1613.0,1619.0,1761.0,1824.0,1774.0,1774.0,
Cambridge_11052013_CityCouncil_tab1,"Kelley, Craig A.",22.0,,1093.0,1168.0,1168.0,1169.0,1172.0,1173.0,1175.0,1176.0,1180.0,1193.0,1203.0,1209.0,1243.0,1281.0,1324.0,1368.0,1470.0,1477.0,1535.0,1582.0,1594.0,1932.0,
Cambridge_11052013_CityCouncil_tab1,"Mazen, Nadeem A.",22.0,,985.0,1021.0,1021.0,1024.0,1026.0,1034.0,1039.0,1051.0,1066.0,1074.0,1095.0,1198.0,1264.0,1307.0,1342.0,1432.0,1493.0,1493.0,1530.0,1554.0,1559.0,1805.0,
Cambridge_11052013_CityCouncil_tab1,"McGovern, Marc C.",22.0,,1187.0,1248.0,1248.0,1249.0,1250.0,1250.0,1253.0,1259.0,1263.0,1268.0,1289.0,1308.0,1333.0,1377.0,1409.0,1478.0,1587.0,1592.0,1655.0,1696.0,1708.0,1944.0,
Cambridge_11052013_CityCouncil_tab1,"Carlone, Dennis J.",22.0,,1151.0,1176.0,1176.0,1176.0,1177.0,1185.0,1188.0,1191.0,1202.0,1227.0,1238.0,1250.0,1313.0,1346.0,1375.0,1425.0,1515.0,1520.0,1543.0,1558.0,1570.0,1853.0,
Cambridge_11052013_CityCouncil_tab1,"vanBeuzekom, Minka Y.",,21.0,872.0,936.0,937.0,937.0,939.0,942.0,948.0,957.0,968.0,979.0,1001.0,1018.0,1075.0,1151.0,1178.0,1263.0,1401.0,1403.0,1472.0,1539.0,1548.0,0.0,
Cambridge_11052013_CityCouncil_tab1,"Reeves, Kenneth E.",,18.0,933.0,970.0,970.0,972.0,978.0,983.0,991.0,1000.0,1005.0,1009.0,1027.0,1039.0,1049.0,1071.0,1090.0,1116.0,1154.0,1165.0,0.0,0.0,0.0,0.0,
Cambridge_11052013_CityCouncil_tab1,"Seidel, Sam",,16.0,701.0,738.0,738.0,741.0,742.0,743.0,756.0,758.0,767.0,774.0,783.0,790.0,819.0,849.0,871.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cambridge_11052013_CityCouncil_tab1,"Smith, Jefferson R.",,15.0,579.0,607.0,607.0,608.0,609.0,611.0,612.0,616.0,618.0,620.0,629.0,633.0,655.0,690.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cambridge_11052013_CityCouncil_tab1,"Leslie, Logan Edward",,14.0,504.0,514.0,515.0,516.0,518.0,519.0,519.0,525.0,526.0,537.0,542.0,544.0,556.0,569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cambridge_11052013_CityCouncil_tab1,"Von Hoffmann, Kristen Lane",,13.0,420.0,440.0,440.0,440.0,440.0,445.0,455.0,462.0,469.0,470.0,478.0,485.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cambridge_11052013_CityCouncil_tab1,"House, Janneke Ann",,12.0,409.0,428.0,428.0,428.0,428.0,430.0,432.0,433.0,436.0,438.0,446.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cambridge_11052013_CityCouncil_tab1,"Mirza, Mushtaque A.",,11.0,283.0,288.0,288.0,288.0,293.0,293.0,296.0,299.0,309.0,316.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cambridge_11052013_CityCouncil_tab1,"Vasquez, Luis",,10.0,263.0,272.0,272.0,272.0,274.0,278.0,280.0,284.0,288.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cambridge_11052013_CityCouncil_tab1,"Mello, Gary W.",,9.0,107.0,111.0,111.0,112.0,112.0,120.0,121.0,122.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cambridge_11052013_CityCouncil_tab1,"Yarden, Elie",,8.0,102.0,103.0,103.0,103.0,105.0,112.0,117.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cambridge_11052013_CityCouncil_tab1,"Lee, James",,7.0,91.0,101.0,102.0,102.0,102.0,105.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cambridge_11052013_CityCouncil_tab1,"Phillips, Lesley Rebecca",,6.0,82.0,89.0,90.0,91.0,97.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cambridge_11052013_CityCouncil_tab1,"Williamson, James M.",,5.0,74.0,76.0,76.0,76.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cambridge_11052013_CityCouncil_tab1,"Peden, Ronald",,4.0,49.0,49.0,49.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cambridge_11052013_CityCouncil_tab1,"Moree, Gregg J.",,3.0,37.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cambridge_11052013_CityCouncil_tab1,writeIns,,2.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cambridge_11052013_SchoolCommittee_tab1,"Fantini, Alfred B.",1.0,,2858.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,,,,,,,,,,,,,,,
Cambridge_11052013_SchoolCommittee_tab1,"Nolan, Patricia M.",1.0,,3921.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,,,,,,,,,,,,,,,
Cambridge_11052013_SchoolCommittee_tab1,"Harding, Jr., Richard",2.0,,2359.0,2837.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,,,,,,,,,,,,,,,
Cambridge_11052013_SchoolCommittee_tab1,"Kelly, Kathleen M.",2.0,,2102.0,2443.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,,,,,,,,,,,,,,,
Cambridge_11052013_SchoolCommittee_tab1,"Cronin, Fran Albin",6.0,,1832.0,2112.0,2194.0,2201.0,2307.0,2454.0,2370.0,2370.0,,,,,,,,,,,,,,,
Cambridge_11052013_SchoolCommittee_tab1,"Osborne, Mervan F.",8.0,,1238.0,1648.0,1933.0,1937.0,2097.0,2233.0,2280.0,2919.0,,,,,,,,,,,,,,,
Cambridge_11052013_SchoolCommittee_tab1,"Gerber, Joyce C.",,7.0,1125.0,1419.0,1471.0,1474.0,1555.0,1720.0,1757.0,0.0,,,,,,,,,,,,,,,
Cambridge_11052013_SchoolCommittee_tab1,"Holland, John J.",,5.0,589.0,738.0,794.0,796.0,855.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Cambridge_11052013_SchoolCommittee_tab1,"Kadete, Elechi M.",,4.0,493.0,569.0,631.0,635.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Cambridge_11052013_SchoolCommittee_tab1,writeIns,,3.0,72.0,83.0,86.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Cambridge_11032015_CityCouncil_tab1,"Mazen, Nadeem A.",1.0,,1929.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,,,
Cambridge_11032015_CityCouncil_tab1,"Simmons, E. Denise",13.0,,1710.0,1719.0,1719.0,1719.0,1722.0,1725.0,1730.0,1747.0,1752.0,1755.0,1761.0,1773.0,1802.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,,,
Cambridge_11032015_CityCouncil_tab1,"Maher, David P.",16.0,,1637.0,1649.0,1649.0,1649.0,1652.0,1654.0,1656.0,1664.0,1666.0,1678.0,1684.0,1740.0,1743.0,1745.0,1764.0,1791.0,1784.0,1784.0,1784.0,1784.0,,,
Cambridge_11032015_CityCouncil_tab1,"Toomey, Jr., Timothy J.",18.0,,1415.0,1417.0,1417.0,1418.0,1422.0,1422.0,1422.0,1426.0,1428.0,1433.0,1450.0,1514.0,1520.0,1522.0,1560.0,1601.0,1602.0,1833.0,1784.0,1784.0,,,
Cambridge_11032015_CityCouncil_tab1,"Devereux, Jan",18.0,,1306.0,1315.0,1316.0,1316.0,1317.0,1324.0,1326.0,1327.0,1342.0,1347.0,1363.0,1376.0,1405.0,1405.0,1594.0,1778.0,1778.0,1811.0,1784.0,1784.0,,,
Cambridge_11032015_CityCouncil_tab1,"Kelley, Craig A.",20.0,,1433.0,1440.0,1441.0,1445.0,1448.0,1449.0,1452.0,1456.0,1458.0,1469.0,1478.0,1492.0,1501.0,1503.0,1548.0,1631.0,1631.0,1728.0,1741.0,1968.0,,,
Cambridge_11032015_CityCouncil_tab1,"Cheung, Leland",20.0,,1187.0,1194.0,1195.0,1196.0,1200.0,1202.0,1205.0,1213.0,1214.0,1219.0,1230.0,1242.0,1260.0,1263.0,1317.0,1492.0,1494.0,1690.0,1702.0,2031.0,,,
Cambridge_11032015_CityCouncil_tab1,"McGovern, Marc C.",20.0,,1202.0,1212.0,1213.0,1214.0,1214.0,1214.0,1219.0,1224.0,1225.0,1229.0,1232.0,1250.0,1268.0,1272.0,1328.0,1406.0,1408.0,1658.0,1683.0,1890.0,,,
Cambridge_11032015_CityCouncil_tab1,"Carlone, Dennis J.",20.0,,998.0,1014.0,1014.0,1014.0,1014.0,1016.0,1019.0,1019.0,1023.0,1034.0,1044.0,1046.0,1063.0,1063.0,1323.0,1465.0,1466.0,1595.0,1612.0,1921.0,,,
Cambridge_11032015_CityCouncil_tab1,"vanBeuzekom, Minka Y.",,19.0,1014.0,1022.0,1023.0,1024.0,1025.0,1028.0,1034.0,1037.0,1043.0,1057.0,1075.0,1086.0,1115.0,1116.0,1193.0,1354.0,1355.0,1454.0,1463.0,0.0,,,
Cambridge_11032015_CityCouncil_tab1,"Benzan, Dennis A.",,17.0,1158.0,1163.0,1163.0,1164.0,1164.0,1166.0,1174.0,1180.0,1183.0,1188.0,1192.0,1208.0,1236.0,1239.0,1283.0,1347.0,1347.0,0.0,0.0,0.0,,,
Cambridge_11032015_CityCouncil_tab1,"Davidson, Mariko",,15.0,853.0,890.0,890.0,892.0,896.0,902.0,903.0,906.0,915.0,922.0,947.0,949.0,1021.0,1022.0,1143.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11032015_CityCouncil_tab1,"Connolly, Mike",,14.0,841.0,848.0,851.0,853.0,855.0,860.0,865.0,866.0,869.0,875.0,907.0,920.0,953.0,953.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11032015_CityCouncil_tab1,"Waite, Romaine",,12.0,273.0,283.0,284.0,284.0,286.0,288.0,295.0,296.0,298.0,302.0,314.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11032015_CityCouncil_tab1,"Mahoney, Jr., Paul F.",,11.0,251.0,252.0,254.0,254.0,254.0,255.0,255.0,258.0,260.0,270.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11032015_CityCouncil_tab1,"Levy, Ilan S.",,10.0,153.0,154.0,154.0,154.0,155.0,158.0,161.0,161.0,166.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11032015_CityCouncil_tab1,"Mello, Gary W.",,9.0,117.0,117.0,117.0,117.0,117.0,118.0,132.0,136.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11032015_CityCouncil_tab1,"Courtney, Kim",,8.0,72.0,72.0,73.0,84.0,84.0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11032015_CityCouncil_tab1,"Moree, Gregg J.",,7.0,77.0,78.0,78.0,78.0,80.0,81.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11032015_CityCouncil_tab1,"Williamson, James M.",,6.0,72.0,73.0,73.0,73.0,73.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11032015_CityCouncil_tab1,"Degoes, Jr., Plinio T.",,5.0,51.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11032015_CityCouncil_tab1,"Sanzone, John",,4.0,32.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11032015_CityCouncil_tab1,"Dietrich, Xavier",,3.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11032015_CityCouncil_tab1,writeIns,,2.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11032015_SchoolCommittee_tab1,"Fantini, Alfred B.",1.0,,2721.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,,,,,,,,,,,,,
Cambridge_11032015_SchoolCommittee_tab1,"Nolan, Patricia M.",1.0,,3005.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,,,,,,,,,,,,,
Cambridge_11032015_SchoolCommittee_tab1,"Harding, Jr., Richard",6.0,,1988.0,2183.0,2187.0,2264.0,2323.0,2421.0,2399.0,2399.0,2399.0,2399.0,,,,,,,,,,,,,
Cambridge_11032015_SchoolCommittee_tab1,"Kelly, Kathleen M.",8.0,,1710.0,1939.0,1945.0,1994.0,2079.0,2183.0,2192.0,2414.0,2399.0,2399.0,,,,,,,,,,,,,
Cambridge_11032015_SchoolCommittee_tab1,"Dexter, Emily R.",10.0,,1402.0,1502.0,1505.0,1546.0,1668.0,1759.0,1762.0,2029.0,2034.0,2431.0,,,,,,,,,,,,,
Cambridge_11032015_SchoolCommittee_tab1,"Bowman, Manikka L.",10.0,,1488.0,1563.0,1565.0,1619.0,1740.0,1906.0,1909.0,2164.0,2168.0,2581.0,,,,,,,,,,,,,
Cambridge_11032015_SchoolCommittee_tab1,"Cronin, Fran Albin",,9.0,1417.0,1544.0,1548.0,1581.0,1681.0,1761.0,1762.0,1887.0,1893.0,0.0,,,,,,,,,,,,,
Cambridge_11032015_SchoolCommittee_tab1,"Crutchfield, Jake W.",,7.0,1221.0,1263.0,1264.0,1309.0,1413.0,1512.0,1518.0,0.0,0.0,0.0,,,,,,,,,,,,,
Cambridge_11032015_SchoolCommittee_tab1,"Weinstein, David J.",,5.0,695.0,750.0,751.0,791.0,846.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Cambridge_11032015_SchoolCommittee_tab1,"Cisternino, Pia",,4.0,656.0,742.0,743.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Cambridge_11032015_SchoolCommittee_tab1,"Kadete, Elechi M.",,3.0,426.0,443.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Cambridge_11032015_SchoolCommittee_tab1,writeIns,,2.0,62.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Cambridge_11072017_CityCouncil_tab1,"Simmons, E. Denise",1.0,,2616.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0
Cambridge_11072017_CityCouncil_tab1,"Siddiqui, Sumbul",1.0,,2532.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0
Cambridge_11072017_CityCouncil_tab1,"McGovern, Marc C.",16.0,,1879.0,1959.0,1963.0,1964.0,1968.0,1969.0,1974.0,1988.0,2001.0,2016.0,2035.0,2052.0,2090.0,2181.0,2224.0,2354.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0,2252.0
Cambridge_11072017_CityCouncil_tab1,"Zondervan, Quinton Y.",19.0,,1565.0,1609.0,1609.0,1609.0,1609.0,1613.0,1626.0,1649.0,1672.0,1675.0,1722.0,1758.0,1768.0,1795.0,1862.0,1935.0,1944.0,2016.0,2376.0,2252.0,2252.0,2252.0,2252.0
Cambridge_11072017_CityCouncil_tab1,"Devereux, Jan",19.0,,1698.0,1766.0,1766.0,1768.0,1768.0,1771.0,1778.0,1786.0,1821.0,1835.0,1854.0,1878.0,1918.0,1952.0,2032.0,2092.0,2102.0,2197.0,2388.0,2252.0,2252.0,2252.0,2252.0
Cambridge_11072017_CityCouncil_tab1,"Mallon, Alanna M.",19.0,,1328.0,1371.0,1371.0,1373.0,1374.0,1379.0,1383.0,1390.0,1415.0,1425.0,1443.0,1481.0,1510.0,1632.0,1695.0,1812.0,1835.0,2137.0,2295.0,2252.0,2252.0,2252.0,2252.0
Cambridge_11072017_CityCouncil_tab1,"Toomey, Jr., Timothy J.",21.0,,1618.0,1669.0,1670.0,1680.0,1684.0,1688.0,1694.0,1708.0,1710.0,1720.0,1765.0,1777.0,1799.0,1811.0,1829.0,1860.0,1869.0,1964.0,2001.0,2024.0,2308.0,2252.0,2252.0
